make,model,year,cylinders,trany,displ,VClass,co2,barrels08,fuelCost08,fuelType,highway08,city08,comb08
Mercedes-Benz,SLK350,2005,6.0,Automatic 7-spd,3.5,Two Seaters,-1,17.347894736842107,2500,Premium,23,17,19
Mercedes-Benz,SLK350,2005,6.0,Manual 6-spd,3.5,Two Seaters,-1,17.347894736842107,2500,Premium,23,16,19
Mercedes-Benz,SLK55 AMG,2005,8.0,Automatic (S7),5.4,Two Seaters,-1,20.600625,2950,Premium,20,14,16
Nissan,350z,2005,6.0,Manual 6-spd,3.5,Two Seaters,-1,16.4805,2350,Premium,24,17,20
Nissan,350z,2005,6.0,Manual 6-spd,3.5,Two Seaters,-1,16.4805,2350,Premium,23,17,20
Nissan,350z,2005,6.0,Automatic (S5),3.5,Two Seaters,-1,17.347894736842107,2500,Premium,23,17,19
Nissan,350z Roadster,2005,6.0,Manual 6-spd,3.5,Two Seaters,-1,16.4805,2350,Premium,24,17,20
Nissan,350z Roadster,2005,6.0,Automatic (S5),3.5,Two Seaters,-1,17.347894736842107,2500,Premium,23,16,19
Porsche,Carrera 2 911 GT3,2005,6.0,Manual 6-spd,3.6,Two Seaters,-1,20.600625,2950,Premium,21,14,16
Porsche,Carrera GT,2005,10.0,Manual 6-spd,5.7,Two Seaters,-1,29.96454545454546,4300,Premium,15,9,11
Porsche,Turbo 2 911 GT2,2005,6.0,Manual 6-spd,3.6,Two Seaters,-1,20.600625,2950,Premium,22,14,16
Toyota,MR2,2005,4.0,Manual 5-spd,1.8,Two Seaters,-1,13.1844,1500,Regular,29,23,25
Toyota,MR2,2005,4.0,Manual 6-spd,1.8,Two Seaters,-1,12.677307692307693,1450,Regular,30,23,26
Aston Martin,DB9,2005,12.0,Automatic (S6),5.9,Minicompact Cars,-1,25.354615384615386,3600,Premium,18,11,13
Aston Martin,DB9 Volante,2005,12.0,Automatic (S6),5.9,Minicompact Cars,-1,25.354615384615386,3600,Premium,17,11,13
Aston Martin,V12 Vanquish S,2005,12.0,Automatic (S6),5.9,Minicompact Cars,-1,27.4675,3900,Premium,16,10,12
Audi,TT Coupe,2005,4.0,Automatic (S6),1.8,Minicompact Cars,-1,15.695714285714288,2250,Premium,27,18,21
Audi,TT Coupe quattro,2005,4.0,Manual 6-spd,1.8,Minicompact Cars,-1,15.695714285714288,2250,Premium,26,18,21
Audi,TT Coupe quattro,2005,6.0,Automatic (S6),3.2,Minicompact Cars,-1,16.4805,2350,Premium,24,17,20
BMW,325ci Convertible,2005,6.0,Manual 5-spd,2.5,Minicompact Cars,-1,16.4805,2350,Premium,25,17,20
BMW,325ci Convertible,2005,6.0,Automatic (S5),2.5,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
BMW,330ci Convertible,2005,6.0,Manual 6-spd,3.0,Minicompact Cars,-1,16.4805,2350,Premium,26,17,20
BMW,330ci Convertible,2005,6.0,Automatic (S5),3.0,Minicompact Cars,-1,17.347894736842107,2500,Premium,23,16,19
BMW,330ci Convertible,2005,6.0,Automatic (S6),3.0,Minicompact Cars,-1,16.4805,2350,Premium,25,17,20
BMW,M3 Convertible,2005,6.0,Manual 6-spd,3.2,Minicompact Cars,-1,19.388823529411766,2750,Premium,21,14,17
BMW,M3 Convertible,2005,6.0,Automatic (S6),3.2,Minicompact Cars,-1,20.600625,2950,Premium,20,14,16
Jaguar,XK8 Convertible,2005,8.0,Automatic 6-spd,4.2,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Jaguar,XKR Convertible,2005,8.0,Automatic 6-spd,4.2,Minicompact Cars,-1,19.388823529411766,2750,Premium,21,14,17
Lexus,SC 430,2005,8.0,Automatic 5-spd,4.3,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,16,18
MINI,Cooper,2005,4.0,Automatic (variable gear ratios),1.6,Minicompact Cars,-1,12.677307692307693,1800,Premium,31,23,26
MINI,Cooper,2005,4.0,Manual 5-spd,1.6,Minicompact Cars,-1,11.771785714285713,1700,Premium,33,24,28
MINI,Cooper Convertible,2005,4.0,Automatic (variable gear ratios),1.6,Minicompact Cars,-1,13.1844,1900,Premium,30,23,25
MINI,Cooper Convertible,2005,4.0,Manual 5-spd,1.6,Minicompact Cars,-1,12.207777777777778,1750,Premium,32,24,27
MINI,Cooper S,2005,4.0,Manual 6-spd,1.6,Minicompact Cars,-1,13.73375,1950,Premium,29,22,24
MINI,Cooper S Convertible,2005,4.0,Manual 6-spd,1.6,Minicompact Cars,-1,13.73375,1950,Premium,29,22,24
Mitsubishi,Eclipse Spyder,2005,4.0,Manual 5-spd,2.4,Minicompact Cars,-1,14.330869565217393,1650,Regular,28,20,23
Mitsubishi,Eclipse Spyder,2005,4.0,Automatic (S4),2.4,Minicompact Cars,-1,16.4805,1900,Regular,24,18,20
Mitsubishi,Eclipse Spyder,2005,6.0,Manual 5-spd,3.0,Minicompact Cars,-1,15.695714285714288,2250,Premium,26,18,21
Mitsubishi,Eclipse Spyder,2005,6.0,Manual 5-spd,3.0,Minicompact Cars,-1,15.695714285714288,2250,Premium,26,18,21
Mitsubishi,Eclipse Spyder,2005,6.0,Automatic (S4),3.0,Minicompact Cars,-1,15.695714285714288,2250,Premium,25,18,21
Mitsubishi,Eclipse Spyder,2005,6.0,Automatic (S4),3.0,Minicompact Cars,-1,16.4805,2350,Premium,25,18,20
Porsche,Carrera 2 Cabriolet,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,17,19
Porsche,Carrera 2 Cabriolet,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 Cabriolet,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 Cabriolet Kit,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 Cabriolet Kit,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 Coupe,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,17,19
Porsche,Carrera 2 Coupe,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 Coupe,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 Coupe Kit,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 Coupe Kit,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 S Cabriolet,2005,6.0,Automatic 5-spd,3.8,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,17,19
Porsche,Carrera 2 S Cabriolet,2005,6.0,Manual 6-spd,3.8,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 2 S Coupe,2005,6.0,Automatic 5-spd,3.8,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,17,19
Porsche,Carrera 2 S Coupe,2005,6.0,Manual 6-spd,3.8,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Carrera 4 Cabriolet,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 Cabriolet,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 Cabriolet Kit,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 Cabriolet Kit,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 S Cabriolet,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 S Cabriolet,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 S Cabriolet Kit,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 S Cabriolet Kit,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 S Coupe,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,19.388823529411766,2750,Premium,21,15,17
Porsche,Carrera 4 S Coupe,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Carrera 4 S Kit,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,19.388823529411766,2750,Premium,21,15,17
Porsche,Carrera 4 S Kit,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,18.311666666666667,2600,Premium,22,15,18
Porsche,Targa,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Targa,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Targa Kit,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Targa Kit,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Porsche,Turbo 4 911 Turbo,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,20,13,16
Porsche,Turbo 4 911 Turbo,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,20,13,16
Porsche,Turbo 4 911 Cab,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,21.974,3150,Premium,20,13,15
Porsche,Turbo 4 911 Cab,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,21,14,16
Porsche,Turbo 4 911 Cab Kit,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,21.974,3150,Premium,20,13,15
Porsche,Turbo 4 911 Cab Kit,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,21,14,16
Porsche,Turbo 4 911 Turbo Cab S,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,21.974,3150,Premium,20,13,15
Porsche,Turbo 4 911 Turbo Cab S,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,21,14,16
Porsche,Turbo 4 911 Kit,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,20,13,16
Porsche,Turbo 4 911 Kit,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,20,13,16
Porsche,Turbo 4 911 S,2005,6.0,Automatic 5-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,20,13,16
Porsche,Turbo 4 911 S,2005,6.0,Manual 6-spd,3.6,Minicompact Cars,-1,20.600625,2950,Premium,20,13,16
Volkswagen,New Beetle Convertible,2005,4.0,Manual 5-spd,1.8,Minicompact Cars,-1,13.73375,1950,Premium,28,22,24
Volkswagen,New Beetle Convertible,2005,4.0,Automatic (S6),1.8,Minicompact Cars,-1,14.98227272727273,2150,Premium,28,19,22
Volkswagen,New Beetle Convertible,2005,4.0,Manual 5-spd,2.0,Minicompact Cars,-1,13.73375,1550,Regular,28,21,24
Volkswagen,New Beetle Convertible,2005,4.0,Automatic (S6),2.0,Minicompact Cars,-1,14.98227272727273,1700,Regular,28,19,22
Acura,RSX,2005,4.0,Manual 5-spd,2.0,Subcompact Cars,-1,12.677307692307693,1450,Regular,31,24,26
Acura,RSX,2005,4.0,Manual 6-spd,2.0,Subcompact Cars,-1,14.330869565217393,2050,Premium,28,20,23
Acura,RSX,2005,4.0,Automatic (S5),2.0,Subcompact Cars,-1,13.1844,1500,Regular,31,22,25
Audi,A4 Cabriolet,2005,4.0,Automatic (variable gear ratios),1.8,Subcompact Cars,-1,14.330869565217393,2050,Premium,28,20,23
Audi,A4 Cabriolet,2005,6.0,Automatic (variable gear ratios),3.0,Subcompact Cars,-1,15.695714285714288,2250,Premium,26,18,21
Audi,A4 Cabriolet quattro,2005,6.0,Automatic (S5),3.0,Subcompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Audi,S4 Cabriolet,2005,8.0,Manual 6-spd,4.2,Subcompact Cars,-1,20.600625,2950,Premium,20,13,16
Audi,S4 Cabriolet,2005,8.0,Automatic (S6),4.2,Subcompact Cars,-1,20.600625,2950,Premium,20,14,16
BMW,325ci,2005,6.0,Manual 5-spd,2.5,Subcompact Cars,-1,15.695714285714288,2250,Premium,27,18,21
BMW,325ci,2005,6.0,Automatic (S5),2.5,Subcompact Cars,-1,16.4805,2350,Premium,25,17,20
BMW,330ci,2005,6.0,Manual 6-spd,3.0,Subcompact Cars,-1,15.695714285714288,2250,Premium,27,18,21
BMW,330ci,2005,6.0,Automatic (S5),3.0,Subcompact Cars,-1,16.4805,2350,Premium,25,17,20
BMW,330ci,2005,6.0,Automatic (S6),3.0,Subcompact Cars,-1,15.695714285714288,2250,Premium,27,18,21
BMW,645ci,2005,8.0,Manual 6-spd,4.4,Subcompact Cars,-1,18.311666666666667,2600,Premium,23,15,18
BMW,645ci,2005,8.0,Automatic (S6),4.4,Subcompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
BMW,645ci,2005,8.0,Automatic (S6),4.4,Subcompact Cars,-1,19.388823529411766,2750,Premium,22,15,17
BMW,645ci Convertible,2005,8.0,Manual 6-spd,4.4,Subcompact Cars,-1,20.600625,2950,Premium,21,13,16
BMW,645ci Convertible,2005,8.0,Automatic (S6),4.4,Subcompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
BMW,645ci Convertible,2005,8.0,Automatic (S6),4.4,Subcompact Cars,-1,20.600625,2950,Premium,21,13,16
BMW,M3,2005,6.0,Manual 6-spd,3.2,Subcompact Cars,-1,19.388823529411766,2750,Premium,22,15,17
BMW,M3,2005,6.0,Automatic (S6),3.2,Subcompact Cars,-1,19.388823529411766,2750,Premium,21,15,17
Chevrolet,Cobalt,2005,4.0,Manual 5-spd,2.0,Subcompact Cars,-1,14.330869565217393,2050,Premium,27,20,23
Chevrolet,Cobalt,2005,4.0,Automatic 4-spd,2.2,Subcompact Cars,-1,13.73375,1550,Regular,29,21,24
Chevrolet,Cobalt,2005,4.0,Manual 5-spd,2.2,Subcompact Cars,-1,13.1844,1500,Regular,31,22,25
Ford,Mustang,2005,6.0,Automatic 5-spd,4.0,Subcompact Cars,-1,17.347894736842107,1950,Regular,23,17,19
Ford,Mustang,2005,6.0,Manual 5-spd,4.0,Subcompact Cars,-1,16.4805,1900,Regular,26,17,20
Ford,Mustang,2005,8.0,Automatic 5-spd,4.6,Subcompact Cars,-1,18.311666666666667,2100,Regular,22,16,18
Ford,Mustang,2005,8.0,Manual 5-spd,4.6,Subcompact Cars,-1,18.311666666666667,2100,Regular,23,15,18
Hyundai,Tiburon,2005,4.0,Automatic 4-spd,2.0,Subcompact Cars,-1,14.98227272727273,1700,Regular,27,19,22
Hyundai,Tiburon,2005,4.0,Manual 5-spd,2.0,Subcompact Cars,-1,14.330869565217393,1650,Regular,28,21,23
Hyundai,Tiburon,2005,6.0,Automatic 4-spd,2.7,Subcompact Cars,-1,17.347894736842107,1950,Regular,24,17,19
Hyundai,Tiburon,2005,6.0,Manual 5-spd,2.7,Subcompact Cars,-1,16.4805,1900,Regular,24,17,20
Hyundai,Tiburon,2005,6.0,Manual 6-spd,2.7,Subcompact Cars,-1,17.347894736842107,1950,Regular,24,16,19
Jaguar,XK8,2005,8.0,Automatic 6-spd,4.2,Subcompact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Jaguar,XKR,2005,8.0,Automatic 6-spd,4.2,Subcompact Cars,-1,19.388823529411766,2750,Premium,21,14,17
Maserati,Coupe and Gransport,2005,8.0,Manual 6-spd,4.2,Subcompact Cars,-1,27.4675,3900,Premium,15,10,12
Maserati,Coupe and Gransport,2005,8.0,Automatic (S6),4.2,Subcompact Cars,-1,27.4675,3900,Premium,16,11,12
Mazda,RX-8,2005,2.0,Manual 6-spd,1.3,Subcompact Cars,-1,18.311666666666667,2600,Premium,22,16,18
Mazda,RX-8,2005,2.0,Automatic (S4),1.3,Subcompact Cars,-1,18.311666666666667,2600,Premium,22,16,18
Mercedes-Benz,CLK320,2005,6.0,Automatic 5-spd,3.2,Subcompact Cars,-1,15.695714285714288,2250,Premium,26,18,21
Mercedes-Benz,CLK320 (Cabriolet),2005,6.0,Automatic 5-spd,3.2,Subcompact Cars,-1,16.4805,2350,Premium,24,18,20
Mercedes-Benz,CLK500,2005,8.0,Automatic 7-spd,5.0,Subcompact Cars,-1,18.311666666666667,2600,Premium,23,15,18
Mercedes-Benz,CLK500 (Cabriolet),2005,8.0,Automatic 7-spd,5.0,Subcompact Cars,-1,18.311666666666667,2600,Premium,23,15,18
Mercedes-Benz,CLK55 AMG,2005,8.0,Automatic (S5),5.4,Subcompact Cars,-1,19.388823529411766,2750,Premium,21,14,17
Mercedes-Benz,CLK55 AMG (Cabriolet),2005,8.0,Automatic (S5),5.4,Subcompact Cars,-1,20.600625,2950,Premium,21,14,16
Mitsubishi,Eclipse,2005,4.0,Automatic 4-spd,2.4,Subcompact Cars,-1,15.695714285714288,1800,Regular,25,19,21
Mitsubishi,Eclipse,2005,4.0,Manual 5-spd,2.4,Subcompact Cars,-1,14.330869565217393,1650,Regular,28,20,23
Mitsubishi,Eclipse,2005,4.0,Automatic (S4),2.4,Subcompact Cars,-1,15.695714285714288,1800,Regular,25,19,21
Mitsubishi,Eclipse,2005,6.0,Manual 5-spd,3.0,Subcompact Cars,-1,15.695714285714288,2250,Premium,27,18,21
Mitsubishi,Eclipse,2005,6.0,Manual 5-spd,3.0,Subcompact Cars,-1,15.695714285714288,2250,Premium,26,18,21
Mitsubishi,Eclipse,2005,6.0,Automatic (S4),3.0,Subcompact Cars,-1,15.695714285714288,2250,Premium,25,18,21
Mitsubishi,Eclipse,2005,6.0,Automatic (S4),3.0,Subcompact Cars,-1,15.695714285714288,2250,Premium,25,18,21
Saab,9-3 Convertible,2005,4.0,Manual 5-spd,2.0,Subcompact Cars,-1,14.98227272727273,2150,Premium,26,19,22
Saab,9-3 Convertible,2005,4.0,Automatic (S5),2.0,Subcompact Cars,-1,17.347894736842107,2500,Premium,25,17,19
Subaru,Impreza AWD,2005,4.0,Automatic 4-spd,2.0,Subcompact Cars,-1,16.4805,2350,Premium,24,17,20
Subaru,Impreza AWD,2005,4.0,Manual 5-spd,2.0,Subcompact Cars,-1,16.4805,2350,Premium,25,18,20
Subaru,Impreza AWD,2005,4.0,Automatic 4-spd,2.5,Subcompact Cars,-1,14.98227272727273,1700,Regular,26,20,22
Subaru,Impreza AWD,2005,4.0,Manual 5-spd,2.5,Subcompact Cars,-1,14.330869565217393,1650,Regular,27,20,23
Subaru,Impreza AWD,2005,4.0,Manual 6-spd,2.5,Subcompact Cars,-1,18.311666666666667,2600,Premium,22,16,18
Toyota,Celica,2005,4.0,Automatic 4-spd,1.8,Subcompact Cars,-1,11.771785714285713,1350,Regular,33,25,28
Toyota,Celica,2005,4.0,Manual 5-spd,1.8,Subcompact Cars,-1,12.677307692307693,1450,Regular,30,23,26
Toyota,Celica,2005,4.0,Manual 6-spd,1.8,Subcompact Cars,-1,13.1844,1900,Premium,30,21,25
Toyota,Celica,2005,4.0,Automatic (S4),1.8,Subcompact Cars,-1,13.73375,1950,Premium,28,22,24
Scion,tC,2005,4.0,Automatic 4-spd,2.4,Subcompact Cars,-1,14.330869565217393,1650,Regular,27,20,23
Scion,tC,2005,4.0,Manual 5-spd,2.4,Subcompact Cars,-1,14.98227272727273,1700,Regular,27,19,22
Scion,xA,2005,4.0,Automatic 4-spd,1.5,Subcompact Cars,-1,10.987,1250,Regular,35,27,30
Scion,xA,2005,4.0,Manual 5-spd,1.5,Subcompact Cars,-1,10.987,1250,Regular,34,27,30
Volkswagen,New Beetle,2005,4.0,Manual 5-spd,1.8,Subcompact Cars,-1,13.73375,1950,Premium,28,22,24
Volkswagen,New Beetle,2005,4.0,Automatic (S6),1.8,Subcompact Cars,-1,14.98227272727273,2150,Premium,28,19,22
Volkswagen,New Beetle,2005,4.0,Manual 5-spd,1.9,Subcompact Cars,-1,10.919571428571428,1250,Diesel,41,32,35
Volkswagen,New Beetle,2005,4.0,Automatic (S6),1.9,Subcompact Cars,-1,11.581363636363635,1300,Diesel,38,30,33
Volkswagen,New Beetle,2005,4.0,Manual 5-spd,2.0,Subcompact Cars,-1,13.73375,1550,Regular,28,21,24
Volkswagen,New Beetle,2005,4.0,Automatic (S6),2.0,Subcompact Cars,-1,14.330869565217393,1650,Regular,28,19,23
Acura,TSX,2005,4.0,Manual 6-spd,2.4,Compact Cars,-1,14.98227272727273,2150,Premium,27,19,22
Acura,TSX,2005,4.0,Automatic (S5),2.4,Compact Cars,-1,14.330869565217393,2050,Premium,28,20,23
Audi,A4,2005,4.0,Automatic (variable gear ratios),1.8,Compact Cars,-1,14.330869565217393,2050,Premium,27,20,23
Audi,A4,2005,4.0,Manual 5-spd,1.8,Compact Cars,-1,14.330869565217393,2050,Premium,29,20,23
Audi,A4,2005,6.0,Automatic (variable gear ratios),3.0,Compact Cars,-1,14.98227272727273,2150,Premium,26,19,22
Audi,A4 quattro,2005,4.0,Manual 6-spd,1.8,Compact Cars,-1,14.98227272727273,2150,Premium,27,19,22
Audi,A4 quattro,2005,4.0,Automatic (S5),1.8,Compact Cars,-1,15.695714285714288,2250,Premium,26,18,21
Audi,A4 quattro,2005,6.0,Manual 6-spd,3.0,Compact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Audi,A4 quattro,2005,6.0,Automatic (S5),3.0,Compact Cars,-1,17.347894736842107,2500,Premium,24,16,19
Audi,S4,2005,8.0,Manual 6-spd,4.2,Compact Cars,-1,20.600625,2950,Premium,20,13,16
Audi,S4,2005,8.0,Automatic (S6),4.2,Compact Cars,-1,20.600625,2950,Premium,21,14,16
Bentley,Continental GT,2005,12.0,Automatic (S6),6.0,Compact Cars,-1,27.4675,3900,Premium,16,10,12
BMW,325i,2005,6.0,Manual 5-spd,2.5,Compact Cars,-1,15.695714285714288,2250,Premium,27,18,21
BMW,325i,2005,6.0,Automatic (S5),2.5,Compact Cars,-1,16.4805,2350,Premium,25,17,20
BMW,325xi,2005,6.0,Manual 5-spd,2.5,Compact Cars,-1,16.4805,2350,Premium,25,17,20
BMW,325xi,2005,6.0,Automatic (S5),2.5,Compact Cars,-1,16.4805,2350,Premium,24,17,20
BMW,330i,2005,6.0,Manual 6-spd,3.0,Compact Cars,-1,15.695714285714288,2250,Premium,27,18,21
BMW,330i,2005,6.0,Automatic (S5),3.0,Compact Cars,-1,16.4805,2350,Premium,25,17,20
BMW,330i,2005,6.0,Automatic (S6),3.0,Compact Cars,-1,15.695714285714288,2250,Premium,27,18,21
BMW,330xi,2005,6.0,Manual 6-spd,3.0,Compact Cars,-1,15.695714285714288,2250,Premium,27,18,21
BMW,330xi,2005,6.0,Automatic (S5),3.0,Compact Cars,-1,17.347894736842107,2500,Premium,23,16,19
Chevrolet,Aveo,2005,4.0,Automatic 4-spd,1.6,Compact Cars,-1,12.677307692307693,1450,Regular,31,23,26
Chevrolet,Aveo,2005,4.0,Manual 5-spd,1.6,Compact Cars,-1,12.207777777777778,1400,Regular,32,23,27
Chevrolet,Aveo 5,2005,4.0,Automatic 4-spd,1.6,Compact Cars,-1,12.677307692307693,1450,Regular,31,23,26
Chevrolet,Aveo 5,2005,4.0,Manual 5-spd,1.6,Compact Cars,-1,12.207777777777778,1400,Regular,32,23,27
Chevrolet,Cavalier,2005,4.0,Automatic 4-spd,2.2,Compact Cars,-1,13.1844,1500,Regular,31,21,25
Chevrolet,Cavalier,2005,4.0,Manual 5-spd,2.2,Compact Cars,-1,12.677307692307693,1450,Regular,33,23,26
Chevrolet,Optra,2005,4.0,Automatic 4-spd,2.0,Compact Cars,-1,14.98227272727273,1700,Regular,28,20,22
Chevrolet,Optra,2005,4.0,Manual 5-spd,2.0,Compact Cars,-1,14.98227272727273,1700,Regular,27,20,22
Chevrolet,Optra 5,2005,4.0,Automatic 4-spd,2.0,Compact Cars,-1,14.98227272727273,1700,Regular,28,20,22
Chevrolet,Optra 5,2005,4.0,Manual 5-spd,2.0,Compact Cars,-1,14.98227272727273,1700,Regular,27,20,22
Chrysler,Sebring,2005,4.0,Automatic 4-spd,2.4,Compact Cars,-1,15.695714285714288,1800,Regular,26,19,21
Chrysler,Sebring,2005,4.0,Manual 5-spd,2.4,Compact Cars,-1,13.73375,1550,Regular,29,21,24
Chrysler,Sebring,2005,6.0,Automatic 4-spd,3.0,Compact Cars,-1,15.695714285714288,2250,Premium,25,18,21
Chrysler,Sebring,2005,6.0,Manual 5-spd,3.0,Compact Cars,-1,15.695714285714288,2250,Premium,27,18,21
Chrysler,Sebring,2005,6.0,Automatic (S4),3.0,Compact Cars,-1,15.695714285714288,2250,Premium,25,18,21
Chrysler,Sebring Convertible,2005,4.0,Automatic 4-spd,2.4,Compact Cars,-1,14.98227272727273,1700,Regular,27,20,22
Dodge,Neon/SRT-4/SX 2.0,2005,4.0,Automatic 4-spd,2.0,Compact Cars,-1,13.1844,1500,Regular,29,22,25
Dodge,Neon/SRT-4/SX 2.0,2005,4.0,Manual 5-spd,2.0,Compact Cars,-1,11.771785714285713,1350,Regular,32,25,28
Dodge,Neon/SRT-4/SX 2.0,2005,4.0,Manual 5-spd,2.4,Compact Cars,-1,14.98227272727273,2150,Premium,28,19,22
Dodge,Stratus,2005,4.0,Automatic 4-spd,2.4,Compact Cars,-1,15.695714285714288,1800,Regular,26,19,21
Dodge,Stratus,2005,4.0,Manual 5-spd,2.4,Compact Cars,-1,13.73375,1550,Regular,29,21,24
Dodge,Stratus,2005,6.0,Automatic 4-spd,3.0,Compact Cars,-1,15.695714285714288,2250,Premium,25,18,21
Dodge,Stratus,2005,6.0,Manual 5-spd,3.0,Compact Cars,-1,15.695714285714288,2250,Premium,27,18,21
Dodge,Stratus,2005,6.0,Automatic (S4),3.0,Compact Cars,-1,15.695714285714288,2250,Premium,25,18,21
Ford,Focus,2005,4.0,Automatic 4-spd,2.0,Compact Cars,-1,13.1844,1500,Regular,29,22,25
Ford,Focus,2005,4.0,Manual 5-spd,2.0,Compact Cars,-1,12.677307692307693,1450,Regular,32,22,26
Ford,Focus,2005,4.0,Manual 5-spd,2.3,Compact Cars,-1,14.330869565217393,1650,Regular,28,20,23
Honda,Civic,2005,4.0,Automatic (variable gear ratios),1.7,Compact Cars,-1,10.3003125,1150,Regular,36,29,32
Honda,Civic,2005,4.0,Automatic 4-spd,1.7,Compact Cars,-1,11.36586206896552,1300,Regular,34,25,29
Honda,Civic,2005,4.0,Automatic 4-spd,1.7,Compact Cars,-1,10.987,1250,Regular,35,26,30
Honda,Civic,2005,4.0,Manual 5-spd,1.7,Compact Cars,-1,10.987,1250,Regular,34,27,30
Honda,Civic,2005,4.0,Manual 5-spd,1.7,Compact Cars,-1,9.694411764705883,1100,Regular,39,31,34
Honda,Civic,2005,4.0,Manual 5-spd,1.7,Compact Cars,-1,10.987,1250,Regular,34,27,30
Honda,Civic,2005,4.0,Manual 5-spd,2.0,Compact Cars,-1,13.1844,1500,Regular,28,22,25
